Admin Graphql Api Id,Order Number,Billing Address Country,Billing Address First Name,Billing Address Last Name,Billing Address Province,Billing Address Zip,CITY,Currency,Customer Id,Invoice Date,Gateway,Product Id,Product Type,Variant Id,Quantity,Subtotal Price,Total Price Usd,Total Tax
gid://shopify/LineItem/2156035276878,3590,United States,Carma,Dearnley,Washington,16210,TACOMA,USD,2001,3/21/25 14:08,shopify_payments,6689477509,Tennis Shoes,22464292101,1,557.13,612.843,55.713
gid://shopify/LineItem/2157471137870,4750,United States,Ameline,Shafier,Georgia,15434,COLUMBUS,USD,931,3/22/25 14:46,shopify_payments,6689477509,Tennis Shoes,22464292101,1,537.13,590.843,53.713
gid://shopify/LineItem/2156430688334,3913,United States,Benny,Lenox,Montana,54537,BILLINGS,USD,84,3/21/25 19:18,shopify_payments,6689477509,Tennis Shoes,22464292101,1,595.93,655.523,59.593
gid://shopify/LineItem/2157405241422,4697,United States,Wini,Stenbridge,Washington,64456,YAKIMA,USD,3667,3/22/25 14:00,shopify_payments,6689477509,Tennis Shoes,22464292101,1,517.53,569.283,51.753
gid://shopify/LineItem/2160526032974,6693,United States,Vernice,Glanert,North Carolina,76677,WILMINGTON,USD,6062,3/24/25 12:14,shopify_payments,6689477509,Tennis Shoes,22464292101,1,517.53,569.283,51.753
gid://shopify/LineItem/2152432238670,851,United States,Kermit,Agostini,Ohio,18484,CINCINNATI,USD,1113,3/18/25 21:18,shopify_payments,6442802245,Tennis Shoes,26355506181,1,517.13,568.843,51.713
gid://shopify/LineItem/2156548718670,4014,United States,Terrie,Walford,North Carolina,30499,FAYETTEVILLE,USD,466,3/21/25 21:05,shopify_payments,6689477509,Tennis Shoes,22464293189,1,537.13,590.843,53.713
gid://shopify/LineItem/2153045131342,1168,United States,Arvin,Crewther,Florida,62083,POMPANO BEACH,USD,68,3/19/25 11:06,shopify_payments,6689477509,Tennis Shoes,22464293189,1,595.93,655.523,59.593
gid://shopify/LineItem/2151663730766,306,United States,Wallache,Stryde,Utah,72676,SALT LAKE CITY,USD,1332,3/18/25 12:09,shopify_payments,6689477509,Tennis Shoes,22464292229,1,635.13,698.643,63.513
gid://shopify/LineItem/2154600988750,2400,United States,Evyn,Frie,Utah,52230,SALT LAKE CITY,USD,3344,3/20/25 12:58,shopify_payments,6689477509,Tennis Shoes,22464292229,1,635.13,698.643,63.513
gid://shopify/LineItem/2154689953870,2494,United States,Clayborn,Sever,Arkansas,70316,LITTLE ROCK,USD,5432,3/20/25 14:14,shopify_payments,6689477509,Tennis Shoes,22464292229,1,537.13,590.843,53.713
gid://shopify/LineItem/2156631359566,4062,United States,Marquita,Hurling,North Carolina,70207,RALEIGH,USD,1476,3/21/25 22:15,shopify_payments,6689477509,Tennis Shoes,22464292229,1,537.13,590.843,53.713
gid://shopify/LineItem/2151449329742,104,United States,Letizia,Reyes,Georgia,64081,ATLANTA,USD,5625,3/18/25 9:14,shopify_payments,7861509637,Tennis Shoes,29518533125,1,509.53,560.483,50.953
gid://shopify/LineItem/2157857833038,5047,United States,Cindy,Peatt,Florida,31621,MIAMI,USD,6004,3/22/25 19:21,shopify_payments,7861509637,Tennis Shoes,29518533125,1,571.93,629.123,57.193
gid://shopify/LineItem/2161176739918,7216,United States,Lyman,McGurn,Colorado,16907,DENVER,USD,1703,3/24/25 19:26,shopify_payments,7861509637,Tennis Shoes,29518533125,1,611.93,673.123,61.193
gid://shopify/LineItem/2159122284622,5725,United States,Guy,Waters,New York,15123,SYRACUSE,USD,2934,3/23/25 14:54,shopify_payments,1.50E+11,Tennis Shoes,1.47E+12,1,555.93,611.523,55.593
gid://shopify/LineItem/2155765432398,3338,United States,Audi,Kingescot,New York,33621,BROOKLYN,USD,2659,3/21/25 10:34,shopify_payments,7861509637,Tennis Shoes,29518532549,1,527.13,579.843,52.713
gid://shopify/LineItem/2157526614094,4793,United States,Conroy,Malamore,Florida,68797,ORLANDO,USD,4084,3/22/25 15:24,shopify_payments,7861509637,Tennis Shoes,29518532549,1,625.13,687.643,62.513
gid://shopify/LineItem/2159700410446,6114,United States,Kissiah,Oehm,West Virginia,67487,CHARLESTON,USD,5458,3/23/25 21:29,shopify_payments,7861509637,Tennis Shoes,29518532549,1,527.13,579.843,52.713
gid://shopify/LineItem/2160129015886,6273,United States,Roslyn,Fiddy,Louisiana,33165,BATON ROUGE,USD,4646,3/24/25 6:42,shopify_payments,7861509637,Tennis Shoes,29518532549,1,605.13,665.643,60.513
gid://shopify/LineItem/2160145727566,6283,United States,Vinni,Cleghorn,New York,26985,NEW YORK CITY,USD,4232,3/24/25 7:02,shopify_payments,7861509637,Tennis Shoes,29518532549,1,762.13,838.343,76.213
gid://shopify/LineItem/2153788538958,1857,United States,Kathy,Oliva,California,26500,LOS ANGELES,USD,2541,3/19/25 19:40,shopify_payments,7861509637,Tennis Shoes,29518532549,1,509.53,560.483,50.953
gid://shopify/LineItem/2160285876302,6460,United States,Brynne,Leatt,Minnesota,87007,MINNEAPOLIS,USD,2794,3/24/25 9:51,shopify_payments,7861509637,Tennis Shoes,29518532549,1,650.33,715.363,65.033
gid://shopify/LineItem/2155216175182,3056,United States,Fania,Shurman,District of Columbia,85965,WASHINGTON,USD,3080,3/20/25 21:27,shopify_payments,6442802245,Tennis Shoes,21306267205,1,693.13,762.443,69.313
gid://shopify/LineItem/2155113087054,2953,United States,Dolley,Dreamer,New York,71712,ALBANY,USD,3199,3/20/25 20:01,shopify_payments,6442802245,Tennis Shoes,21306267205,1,571.93,629.123,57.193
gid://shopify/LineItem/2157096665166,4358,United States,Marjie,Maciejak,Pennsylvania,79441,PITTSBURGH,USD,4867,3/22/25 10:03,shopify_payments,6442802245,Tennis Shoes,21306267205,1,632.73,696.003,63.273
gid://shopify/LineItem/2160143302734,6281,United States,Jennee,Veljes,Arizona,54081,PHOENIX,USD,5428,3/24/25 7:00,shopify_payments,6442802245,Tennis Shoes,21306267205,1,501.53,551.683,50.153
gid://shopify/LineItem/2153245212750,1356,United States,Cal,Bulstrode,Indiana,83877,EVANSVILLE,USD,3373,3/19/25 13:20,shopify_payments,6442802245,Tennis Shoes,21306266693,1,517.13,568.843,51.713
gid://shopify/LineItem/2157489258574,4765,United States,Artus,Puckrin,Maryland,69634,BALTIMORE,USD,2670,3/22/25 14:59,shopify_payments,6442802245,Tennis Shoes,21306266693,1,615.13,676.643,61.513
gid://shopify/LineItem/2151562707022,222,United States,Menard,Jackett,North Carolina,7767,GASTONIA,USD,1580,3/18/25 11:01,shopify_payments,6442802245,Tennis Shoes,21306266693,1,579.93,637.923,57.993
gid://shopify/LineItem/2152044331086,600,United States,Carolina,Leacock,Mississippi,59102,HATTIESBURG,USD,448,3/18/25 16:14,shopify_payments,6442802245,Tennis Shoes,21306266693,1,501.53,551.683,50.153
gid://shopify/LineItem/2152866938958,996,United States,Ossie,Braker,California,95141,FRESNO,USD,2705,3/19/25 7:59,shopify_payments,6442802245,Tennis Shoes,21306266693,1,501.53,551.683,50.153
gid://shopify/LineItem/2155054497870,2894,United States,Wat,Joontjes,Washington,13250,SPOKANE,USD,2845,3/20/25 19:10,shopify_payments,6442802245,Tennis Shoes,21306266693,1,610.33,671.363,61.033
gid://shopify/LineItem/2156575227982,4030,United States,Maury,Giabucci,Minnesota,38414,SAINT PAUL,USD,4792,3/21/25 21:29,shopify_payments,6442802245,Tennis Shoes,21306266693,1,571.93,629.123,57.193
gid://shopify/LineItem/2157233569870,4527,United States,Kariotta,Fagence,Wisconsin,15504,MADISON,USD,3131,3/22/25 11:48,shopify_payments,6442802245,Tennis Shoes,21306266693,1,501.53,551.683,50.153
gid://shopify/LineItem/2156159467598,3684,United States,Rory,Woodroffe,California,16715,SAN FRANCISCO,USD,3531,3/21/25 15:42,shopify_payments,6442802245,Tennis Shoes,21306266693,1,644.63,709.093,64.463
gid://shopify/LineItem/2155215159374,3054,United States,Batholomew,Melloy,Connecticut,60936,BRIDGEPORT,USD,6370,3/20/25 21:26,shopify_payments,6689477509,Tennis Shoes,22464292421,1,537.13,590.843,53.713
gid://shopify/LineItem/2155420549198,3180,United States,Kennedy,Summerly,Florida,65278,TALLAHASSEE,USD,5721,3/21/25 0:26,shopify_payments,6689477509,Tennis Shoes,22464292421,1,674.33,741.763,67.433
gid://shopify/LineItem/2151809515598,431,United States,Niels,Mackney,Arizona,26963,MESA,USD,6395,3/18/25 13:44,shopify_payments,6442802245,Tennis Shoes,26355513349,1,517.13,568.843,51.713
gid://shopify/LineItem/2158525907022,5369,United States,Merrick,Regglar,Ohio,3384,DAYTON,USD,236,3/23/25 8:49,shopify_payments,6442802245,Tennis Shoes,26355513349,1,706.33,776.963,70.633
gid://shopify/LineItem/2152927658062,1050,United States,Midge,Durrad,North Carolina,70176,CHARLOTTE,USD,2566,3/19/25 9:26,shopify_payments,6689477509,Tennis Shoes,22464292549,1,537.13,590.843,53.713
gid://shopify/LineItem/2158568603726,5389,United States,Teresina,Elgy,Florida,68533,LAKELAND,USD,5074,3/23/25 9:24,shopify_payments,6442802245,Tennis Shoes,26355498501,1,517.13,568.843,51.713
gid://shopify/LineItem/2160664641614,6805,United States,Gaylor,Batthew,New Mexico,83520,LAS CRUCES,USD,2469,3/24/25 13:36,shopify_payments,1.50E+11,Tennis Shoes,1.25E+13,1,633.13,696.443,63.313
gid://shopify/LineItem/2152367358030,806,United States,Vania,Ridge,Texas,58078,HOUSTON,USD,3536,3/18/25 20:28,shopify_payments,1.50E+11,Tennis Shoes,1.25E+13,1,658.33,724.163,65.833
gid://shopify/LineItem/2154383573070,2141,United States,Marietta,Parncutt,Nebraska,73305,OMAHA,USD,5867,3/20/25 9:30,shopify_payments,7861509637,Tennis Shoes,29518533189,1,625.13,687.643,62.513
gid://shopify/LineItem/2159136243790,5732,United States,Joelynn,Treat,California,39276,LONG BEACH,USD,3591,3/23/25 15:03,shopify_payments,7861509637,Tennis Shoes,29518533189,1,579.93,637.923,57.993
gid://shopify/LineItem/2159394521166,5909,United States,Demetrius,Yellowley,Virginia,55763,ROANOKE,USD,3688,3/23/25 17:55,shopify_payments,1.50E+11,Tennis Shoes,1.47E+12,1,927.13,1019.843,92.713
gid://shopify/LineItem/2160697016398,6839,United States,Larissa,Hessing,Nevada,38398,LAS VEGAS,USD,1098,3/24/25 13:56,shopify_payments,7861509637,Tennis Shoes,29518532613,1,625.13,687.643,62.513
gid://shopify/LineItem/2155976360014,3532,United States,Estrella,Giacobilio,Texas,12502,ABILENE,USD,668,3/21/25 13:26,shopify_payments,7861509637,Tennis Shoes,29518532613,1,602.33,662.563,60.233
gid://shopify/LineItem/2154498883662,2299,United States,Maddie,Russo,West Virginia,31424,HUNTINGTON,USD,1562,3/20/25 11:36,shopify_payments,6442802245,Tennis Shoes,21306267269,1,643.13,707.443,64.313
gid://shopify/LineItem/2151145930830,5,United States,Haley,Leyfield,California,95382,SACRAMENTO,USD,5780,3/18/25 0:16,shopify_payments,6442802245,Tennis Shoes,21306266757,1,517.13,568.843,51.713
gid://shopify/LineItem/2160212738126,6339,United States,Tudor,Lippitt,West Virginia,19962,HUNTINGTON,USD,1839,3/24/25 8:30,shopify_payments,6442802245,Tennis Shoes,21306266757,1,517.13,568.843,51.713
gid://shopify/LineItem/2153885401166,1924,United States,Artair,Sutter,Nevada,52445,RENO,USD,4516,3/19/25 21:01,shopify_payments,6442802245,Tennis Shoes,21306266757,1,501.53,551.683,50.153
gid://shopify/LineItem/2157079887950,4341,United States,Crystie,McQuie,Georgia,53798,SAVANNAH,USD,1403,3/22/25 9:50,shopify_payments,6442802245,Tennis Shoes,21306266757,1,501.53,551.683,50.153
gid://shopify/LineItem/2152456847438,865,United States,Abie,Bown,Ohio,42100,CLEVELAND,USD,4623,3/18/25 21:37,shopify_payments,6689477509,Tennis Shoes,31103044229,1,615.13,676.643,61.513
gid://shopify/LineItem/2157412417614,4701,United States,Ced,Earingey,Oklahoma,34497,OKLAHOMA CITY,USD,4747,3/22/25 14:06,shopify_payments,7861509637,Tennis Shoes,36824750789,1,666.33,732.963,66.633
gid://shopify/LineItem/2159985655886,6248,United States,Pamela,Stiger,Nevada,53708,LAS VEGAS,USD,5981,3/24/25 1:55,shopify_payments,7861509637,Tennis Shoes,36824750789,1,658.33,724.163,65.833
gid://shopify/LineItem/2153234169934,1347,United States,Lukas,Ganford,New York,60175,NEW YORK CITY,USD,905,3/19/25 13:12,shopify_payments,7861509637,Tennis Shoes,36825211973,1,821.13,903.243,82.113
gid://shopify/LineItem/2160205004878,6334,United States,Leora,Flanders,Washington,57954,SEATTLE,USD,5643,3/24/25 8:23,shopify_payments,7861509637,Tennis Shoes,36825211973,1,527.13,579.843,52.713
gid://shopify/LineItem/2159090303054,5696,United States,Paulette,Daw,Connecticut,83956,STAMFORD,USD,3380,3/23/25 14:35,shopify_payments,7861509637,Tennis Shoes,36825211973,1,563.93,620.323,56.393
gid://shopify/LineItem/2151780253774,404,United States,Gottfried,Rodrigues,Florida,9901,NORTH PORT,USD,4364,3/18/25 13:24,shopify_payments,6689477509,Tennis Shoes,31103061637,1,537.13,590.843,53.713
gid://shopify/LineItem/2160546218062,6712,United States,Kial,Antonov,California,7369,LONG BEACH,USD,6319,3/24/25 12:23,shopify_payments,6689477509,Tennis Shoes,31103061637,1,1017.13,1118.843,101.713
gid://shopify/LineItem/2158773960782,5490,United States,Roi,Bufton,California,87515,SAN FRANCISCO,USD,4656,3/23/25 11:19,shopify_payments,6689477509,Tennis Shoes,31103061637,1,517.53,569.283,51.753
gid://shopify/LineItem/2153653043278,1719,United States,Aurelia,Kleinschmidt,Florida,32781,ORLANDO,USD,153,3/19/25 17:54,shopify_payments,6689477509,Tennis Shoes,31103107013,1,635.13,698.643,63.513
gid://shopify/LineItem/2157864550478,5056,United States,Sheffield,Alberts,Kansas,43734,WICHITA,USD,1764,3/22/25 19:26,shopify_payments,7861509637,Tennis Shoes,29518532741,1,587.93,646.723,58.793
gid://shopify/LineItem/2155182817358,3018,United States,Emlynne,Gut,Mississippi,72364,JACKSON,USD,3660,3/20/25 21:02,shopify_payments,6442802245,Tennis Shoes,21306267397,1,547.93,602.723,54.793
gid://shopify/LineItem/2153190686798,1311,United States,Orelia,Sember,Minnesota,97919,SAINT PAUL,USD,2860,3/19/25 12:41,shopify_payments,6689477509,Tennis Shoes,31103127813,1,605.13,665.643,60.513
gid://shopify/LineItem/2155225415758,3066,United States,Tove,O'Glessane,California,66566,ORANGE,USD,6270,3/20/25 21:34,shopify_payments,6689477509,Tennis Shoes,31103127813,1,517.53,569.283,51.753
gid://shopify/LineItem/2157997228110,5167,United States,Vinnie,Schwand,New York,38202,PORT WASHINGTON,USD,5556,3/22/25 21:05,shopify_payments,6689477509,Tennis Shoes,31103127813,1,595.93,655.523,59.593
gid://shopify/LineItem/2155606310990,3216,United States,Genia,McGirr,Nevada,9127,LAS VEGAS,USD,2462,3/21/25 6:46,shopify_payments,6442802245,Tennis Shoes,21306266821,1,517.13,568.843,51.713
gid://shopify/LineItem/2159576711246,6026,United States,Nedi,Luckcuck,California,80448,CONCORD,USD,894,3/23/25 20:17,shopify_payments,6689477509,Tennis Shoes,31103143109,1,635.13,698.643,63.513
gid://shopify/LineItem/2158763049038,5485,United States,Ellyn,Cancott,California,85487,GARDEN GROVE,USD,4397,3/23/25 11:11,shopify_payments,6689477509,Tennis Shoes,31103143109,1,517.53,569.283,51.753
gid://shopify/LineItem/2154616225870,2421,United States,Pammi,Robelin,Pennsylvania,43192,HARRISBURG,USD,4821,3/20/25 13:11,shopify_payments,7861509637,Tennis Shoes,36825512069,1,527.13,579.843,52.713
gid://shopify/LineItem/2155451613262,3191,United States,Kaila,Carmody,Texas,54028,HOUSTON,USD,4066,3/21/25 1:20,shopify_payments,6442802245,Tennis Shoes,26355502213,1,517.13,568.843,51.713
gid://shopify/LineItem/2156106383438,3640,United States,Lu,Francey,District of Columbia,19884,WASHINGTON,USD,5230,3/21/25 15:01,shopify_payments,6442802245,Tennis Shoes,26355502213,1,517.13,568.843,51.713
gid://shopify/LineItem/2157271515214,4568,United States,Jolynn,Strutt,Pennsylvania,66194,PITTSBURGH,USD,5768,3/22/25 12:19,shopify_payments,6442802245,Tennis Shoes,26355502213,1,517.13,568.843,51.713
gid://shopify/LineItem/2156053921870,3607,United States,Jacki,Jopke,Florida,27433,VERO BEACH,USD,5192,3/21/25 14:23,shopify_payments,6689477509,Tennis Shoes,40426002117,1,615.13,676.643,61.513
gid://shopify/LineItem/2160643637326,6788,United States,Genevieve,Dalgetty,New York,96237,ALBANY,USD,5927,3/24/25 13:22,shopify_payments,1.50E+11,Tennis Shoes,1.47E+12,1,713.13,784.443,71.313
gid://shopify/LineItem/2161087119438,7147,United States,Velvet,Ricardet,Alabama,15355,MOBILE,USD,595,3/24/25 18:16,shopify_payments,1.50E+11,Tennis Shoes,1.47E+12,1,517.13,568.843,51.713
gid://shopify/LineItem/2153696428110,1758,United States,Shela,Rhoddie,California,61600,FRESNO,USD,6182,3/19/25 18:29,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,537.13,590.843,53.713
gid://shopify/LineItem/2153843392590,1896,United States,Sofie,Purveys,Texas,7596,HOUSTON,USD,1412,3/19/25 20:26,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,537.13,590.843,53.713
gid://shopify/LineItem/2154415128654,2188,United States,Milzie,Lawday,Texas,54894,FORT WORTH,USD,3758,3/20/25 10:06,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,625.13,687.643,62.513
gid://shopify/LineItem/2155983536206,3538,United States,Irene,Watford,Ohio,45575,CINCINNATI,USD,4340,3/21/25 13:30,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,635.13,698.643,63.513
gid://shopify/LineItem/2152472281166,872,United States,Sabrina,Hatchette,Florida,56183,JACKSONVILLE,USD,769,3/18/25 21:48,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,736.73,810.403,73.673
gid://shopify/LineItem/2157855178830,5042,United States,Tillie,Bamell,New York,43279,NEW YORK CITY,USD,1581,3/22/25 19:19,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,595.93,655.523,59.593
gid://shopify/LineItem/2151670972494,312,United States,Curran,Hendrik,Texas,34004,HOUSTON,USD,6499,3/18/25 12:14,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,537.13,590.843,53.713
gid://shopify/LineItem/2153620996174,1685,United States,Sheilah,Stace,Washington,61958,TACOMA,USD,2007,3/19/25 17:29,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,899.13,989.043,89.913
gid://shopify/LineItem/2154949509198,2767,United States,Lloyd,Grinter,South Carolina,79218,CHARLESTON,USD,5536,3/20/25 17:39,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,517.53,569.283,51.753
gid://shopify/LineItem/2155108466766,2950,United States,Humphrey,Osboldstone,Texas,63861,DENTON,USD,2249,3/20/25 19:57,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,595.93,655.523,59.593
gid://shopify/LineItem/2159970058318,6245,United States,Sande,Willgoss,Texas,10431,TEMPLE,USD,4234,3/24/25 1:27,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,595.93,655.523,59.593
gid://shopify/LineItem/2160715432014,6860,United States,Cheri,Jerrolt,Nebraska,63906,OMAHA,USD,6227,3/24/25 14:07,shopify_payments,6442802245,Tennis Shoes,26355504965,1,585.13,643.643,58.513
gid://shopify/LineItem/2153362882638,1451,United States,Sally,Umney,California,31319,SANTA ANA,USD,5144,3/19/25 14:35,shopify_payments,1.50E+11,Tennis Shoes,1.47E+12,1,517.13,568.843,51.713
gid://shopify/LineItem/2153442017358,1516,United States,Albert,Brombell,Texas,4828,EL PASO,USD,6221,3/19/25 15:25,shopify_payments,1.50E+11,Tennis Shoes,1.47E+12,1,615.13,676.643,61.513
gid://shopify/LineItem/2154276552782,2067,United States,Lindsey,Royan,California,93600,OAKLAND,USD,6264,3/20/25 6:24,shopify_payments,6442802245,Tennis Shoes,21306266949,1,585.13,643.643,58.513
gid://shopify/LineItem/2152912126030,1033,United States,Kellsie,Kabos,Arizona,61689,PHOENIX,USD,3926,3/19/25 9:07,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,595.13,654.643,59.513
gid://shopify/LineItem/2153523642446,1588,United States,Cori,Minmagh,Arizona,88764,PEORIA,USD,2323,3/19/25 16:20,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,537.13,590.843,53.713
gid://shopify/LineItem/2155060920398,2900,United States,Brion,Leaming,South Carolina,53224,COLUMBIA,USD,5470,3/20/25 19:17,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,537.13,590.843,53.713
gid://shopify/LineItem/2155755700302,3328,United States,Harv,Fishenden,Indiana,28542,SOUTH BEND,USD,1744,3/21/25 10:24,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,537.13,590.843,53.713
gid://shopify/LineItem/2157491060814,4766,United States,Jacinta,Suckling,Pennsylvania,33011,PITTSBURGH,USD,4212,3/22/25 15:00,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,635.13,698.643,63.513
gid://shopify/LineItem/2157972619342,5151,United States,Jacqui,Coultass,Texas,7281,HOUSTON,USD,3284,3/22/25 20:45,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,831.13,914.243,83.113
gid://shopify/LineItem/2155245273166,3082,United States,Nannie,Ouchterlony,North Carolina,21423,CHARLOTTE,USD,5196,3/20/25 21:49,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,595.93,655.523,59.593
gid://shopify/LineItem/2158213365838,5282,United States,Winni,Heighton,Texas,97527,SAN ANTONIO,USD,976,3/23/25 0:00,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,744.73,819.203,74.473
gid://shopify/LineItem/2161250074702,7283,United States,Harry,Claige,Ohio,15331,COLUMBUS,USD,5653,3/24/25 20:25,shopify_payments,6689477509,Tennis Shoes,1.55E+12,1,635.13,698.643,63.513
gid://shopify/LineItem/2161158357070,7195,United States,Bette,Twist,Tennessee,93237,MEMPHIS,USD,2294,3/24/25 19:09,shopify_payments,1.41E+12,Tennis Shoes,1.25E+13,1,565.13,621.643,56.513
gid://shopify/LineItem/2156295684174,3799,United States,Waylon,Estick,California,23446,OXNARD,USD,2084,3/21/25 17:24,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,585.13,643.643,58.513
gid://shopify/LineItem/2159550791758,6011,United States,Melosa,Birchner,Missouri,26548,SAINT LOUIS,USD,1329,3/23/25 19:59,shopify_payments,1.41E+12,Tennis Shoes,1.25E+13,1,634.33,697.763,63.433
gid://shopify/LineItem/2151696924750,330,United States,Bobina,Zoellner,Iowa,60929,WATERLOO,USD,4318,3/18/25 12:29,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2151920631886,520,United States,Emera,Bainbridge,Florida,45870,MIAMI,USD,2681,3/18/25 14:57,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,701.13,771.243,70.113
gid://shopify/LineItem/2152457076814,866,United States,Leonidas,Larrat,Texas,47122,DALLAS,USD,5951,3/18/25 21:38,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,585.13,643.643,58.513
gid://shopify/LineItem/2153310781518,1422,United States,Giffy,Cicchinelli,Texas,67558,AUSTIN,USD,5199,3/19/25 14:04,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,555.13,610.643,55.513
gid://shopify/LineItem/2154712989774,2517,United States,Si,Vella,Indiana,46878,INDIANAPOLIS,USD,4186,3/20/25 14:35,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,673.13,740.443,67.313
gid://shopify/LineItem/2151142457422,3,United States,Candy,Bilbey,Oklahoma,37812,OKLAHOMA CITY,USD,5190,3/18/25 0:11,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,531.93,585.123,53.193
gid://shopify/LineItem/2152906752078,1023,United States,Padgett,Mulran,Nebraska,39286,OMAHA,USD,2727,3/19/25 8:59,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,563.93,620.323,56.393
gid://shopify/LineItem/2160254124110,6410,United States,Eadie,Armit,Pennsylvania,301,HARRISBURG,USD,4899,3/24/25 9:19,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,531.93,585.123,53.193
gid://shopify/LineItem/2161213538382,7247,United States,Tawsha,Bigham,Louisiana,67563,NEW ORLEANS,USD,1186,3/24/25 19:56,shopify_payments,1.41E+12,Tennis Shoes,1.25E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2159485878350,5963,United States,Ronnie,Lacotte,California,14005,FRESNO,USD,3936,3/23/25 19:05,shopify_payments,1.38E+12,Tennis Shoes,1.24E+13,1,555.13,610.643,55.513
gid://shopify/LineItem/2158071382094,5217,United States,Modesty,Hutton,Colorado,35243,DENVER,USD,5180,3/22/25 22:07,shopify_payments,6964677957,Tennis Shoes,24039297285,1,587.93,646.723,58.793
gid://shopify/LineItem/2153222438990,1338,United States,Deane,McCrum,California,10747,LOS ANGELES,USD,3966,3/19/25 13:03,shopify_payments,1.41E+12,Tennis Shoes,1.25E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2156652134478,4082,United States,Othilia,Gellately,Ohio,87753,CINCINNATI,USD,5773,3/21/25 22:36,shopify_payments,6964677957,Tennis Shoes,24039297861,1,527.13,579.843,52.713
gid://shopify/LineItem/2160342433870,6519,United States,Anet,Claire,Florida,54386,SAINT PETERSBURG,USD,1804,3/24/25 10:28,shopify_payments,6964677957,Tennis Shoes,24039297349,1,625.13,687.643,62.513
gid://shopify/LineItem/2155723030606,3293,United States,Ikey,Viger,California,32544,BURBANK,USD,3863,3/21/25 9:51,shopify_payments,6964677957,Tennis Shoes,24039297349,1,509.53,560.483,50.953
gid://shopify/LineItem/2155146870862,2982,United States,Zechariah,Kindell,Texas,57136,LUBBOCK,USD,4265,3/20/25 20:32,shopify_payments,6964677957,Tennis Shoes,24039297925,1,509.53,560.483,50.953
gid://shopify/LineItem/2161091706958,7152,United States,Gabi,Paule,Arizona,44707,PHOENIX,USD,4032,3/24/25 18:19,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,517.13,568.843,51.713
gid://shopify/LineItem/2153128689742,1251,United States,Cornie,Vallack,Maryland,38122,RIDGELY,USD,2560,3/19/25 12:02,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,683.13,751.443,68.313
gid://shopify/LineItem/2155341545550,3144,United States,Leonard,Baus,Alabama,43737,BIRMINGHAM,USD,2228,3/20/25 23:07,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,801.13,881.243,80.113
gid://shopify/LineItem/2154390257742,2153,United States,Siffre,Gorler,Florida,25419,FORT MYERS,USD,2741,3/20/25 9:39,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,501.53,551.683,50.153
gid://shopify/LineItem/2154442817614,2225,United States,Liana,Petschel,Illinois,89442,SPRINGFIELD,USD,4112,3/20/25 10:41,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,517.13,568.843,51.713
gid://shopify/LineItem/2157200080974,4489,United States,Sigismundo,Stoite,Arizona,38961,PHOENIX,USD,4690,3/22/25 11:26,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,517.13,568.843,51.713
gid://shopify/LineItem/2157430734926,4720,United States,Grannie,Udell,Louisiana,34794,NEW ORLEANS,USD,6228,3/22/25 14:19,shopify_payments,1.41E+12,Climbing Shoes,1.25E+13,1,517.13,568.843,51.713
